NC;NN;D1C;D1N;D2C;D2N;D3C;D3N;MC;MN;V
Nível Territorial (Código);Nível Territorial;Brasil, Unidade da Federação e Município (Código);Brasil, Unidade da Federação e Município;Variável (Código);Variável;Ano (Código);Ano;Unidade de Medida (Código);Unidade de Medida;Valor
6;Município;2312700;Senador Pompeu - CE;9324;População residente estimada;2019;2019;45;Pessoas;25496
6;Município;2312700;Senador Pompeu - CE;9324;População residente estimada;2020;2020;45;Pessoas;25456
6;Município;2312700;Senador Pompeu - CE;9324;População residente estimada;2021;2021;45;Pessoas;25418
6;Município;2312700;Senador Pompeu - CE;9324;População residente estimada;2024;2024;45;Pessoas;25143
6;Município;2312809;Senador Sá - CE;9324;População residente estimada;2014;2014;45;Pessoas;7290
6;Município;2312809;Senador Sá - CE;9324;População residente estimada;2015;2015;45;Pessoas;7367
6;Município;2312809;Senador Sá - CE;9324;População residente estimada;2016;2016;45;Pessoas;7442
6;Município;2312809;Senador Sá - CE;9324;População residente estimada;2017;2017;45;Pessoas;7513
6;Município;2312809;Senador Sá - CE;9324;População residente estimada;2018;2018;45;Pessoas;7553
6;Município;2312809;Senador Sá - CE;9324;População residente estimada;2019;2019;45;Pessoas;7623
6;Município;2312809;Senador Sá - CE;9324;População residente estimada;2020;2020;45;Pessoas;7691
6;Município;2312809;Senador Sá - CE;9324;População residente estimada;2021;2021;45;Pessoas;7758
6;Município;2312809;Senador Sá - CE;9324;População residente estimada;2024;2024;45;Pessoas;7519
6;Município;2312908;Sobral - CE;9324;População residente estimada;2014;2014;45;Pessoas;199750
6;Município;2312908;Sobral - CE;9324;População residente estimada;2015;2015;45;Pessoas;201756
6;Município;2312908;Sobral - CE;9324;População residente estimada;2016;2016;45;Pessoas;203682
6;Município;2312908;Sobral - CE;9324;População residente estimada;2017;2017;45;Pessoas;205529
6;Município;2312908;Sobral - CE;9324;População residente estimada;2018;2018;45;Pessoas;206644
6;Município;2312908;Sobral - CE;9324;População residente estimada;2019;2019;45;Pessoas;208935
6;Município;2312908;Sobral - CE;9324;População residente estimada;2020;2020;45;Pessoas;210711
6;Município;2312908;Sobral - CE;9324;População residente estimada;2021;2021;45;Pessoas;212437
6;Município;2312908;Sobral - CE;9324;População residente estimada;2024;2024;45;Pessoas;215286
6;Município;2313005;Solonópole - CE;9324;População residente estimada;2014;2014;45;Pessoas;18060
6;Município;2313005;Solonópole - CE;9324;População residente estimada;2015;2015;45;Pessoas;18094
6;Município;2313005;Solonópole - CE;9324;População residente estimada;2016;2016;45;Pessoas;18127
6;Município;2313005;Solonópole - CE;9324;População residente estimada;2017;2017;45;Pessoas;18158
6;Município;2313005;Solonópole - CE;9324;População residente estimada;2018;2018;45;Pessoas;18291
6;Município;2313005;Solonópole - CE;9324;População residente estimada;2019;2019;45;Pessoas;18324
6;Município;2313005;Solonópole - CE;9324;População residente estimada;2020;2020;45;Pessoas;18357
6;Município;2313005;Solonópole - CE;9324;População residente estimada;2021;2021;45;Pessoas;18389
6;Município;2313005;Solonópole - CE;9324;População residente estimada;2024;2024;45;Pessoas;18736
6;Município;2313104;Tabuleiro do Norte - CE;9324;População residente estimada;2014;2014;45;Pessoas;30143
6;Município;2313104;Tabuleiro do Norte - CE;9324;População residente estimada;2015;2015;45;Pessoas;30263
6;Município;2313104;Tabuleiro do Norte - CE;9324;População residente estimada;2016;2016;45;Pessoas;30378
6;Município;2313104;Tabuleiro do Norte - CE;9324;População residente estimada;2017;2017;45;Pessoas;30489
6;Município;2313104;Tabuleiro do Norte - CE;9324;População residente estimada;2018;2018;45;Pessoas;30695
6;Município;2313104;Tabuleiro do Norte - CE;9324;População residente estimada;2019;2019;45;Pessoas;30697
6;Município;2313104;Tabuleiro do Norte - CE;9324;População residente estimada;2020;2020;45;Pessoas;30807
6;Município;2313104;Tabuleiro do Norte - CE;9324;População residente estimada;2021;2021;45;Pessoas;32079
6;Município;2313104;Tabuleiro do Norte - CE;9324;População residente estimada;2024;2024;45;Pessoas;32044
6;Município;2313203;Tamboril - CE;9324;População residente estimada;2014;2014;45;Pessoas;25635
6;Município;2313203;Tamboril - CE;9324;População residente estimada;2015;2015;45;Pessoas;25597
6;Município;2313203;Tamboril - CE;9324;População residente estimada;2016;2016;45;Pessoas;25560
6;Município;2313203;Tamboril - CE;9324;População residente estimada;2017;2017;45;Pessoas;25525
6;Município;2313203;Tamboril - CE;9324;População residente estimada;2018;2018;45;Pessoas;25731
6;Município;2313203;Tamboril - CE;9324;População residente estimada;2019;2019;45;Pessoas;26251
6;Município;2313203;Tamboril - CE;9324;População residente estimada;2020;2020;45;Pessoas;26225
6;Município;2313203;Tamboril - CE;9324;População residente estimada;2021;2021;45;Pessoas;26199
6;Município;2313203;Tamboril - CE;9324;População residente estimada;2024;2024;45;Pessoas;25331
6;Município;2313252;Tarrafas - CE;9324;População residente estimada;2014;2014;45;Pessoas;8923
6;Município;2313252;Tarrafas - CE;9324;População residente estimada;2015;2015;45;Pessoas;8899
6;Município;2313252;Tarrafas - CE;9324;População residente estimada;2016;2016;45;Pessoas;8875
6;Município;2313252;Tarrafas - CE;9324;População residente estimada;2017;2017;45;Pessoas;8852
6;Município;2313252;Tarrafas - CE;9324;População residente estimada;2018;2018;45;Pessoas;8926
6;Município;2313252;Tarrafas - CE;9324;População residente estimada;2019;2019;45;Pessoas;8592
6;Município;2313252;Tarrafas - CE;9324;População residente estimada;2020;2020;45;Pessoas;8573
6;Município;2313252;Tarrafas - CE;9324;População residente estimada;2021;2021;45;Pessoas;8555
6;Município;2313252;Tarrafas - CE;9324;População residente estimada;2024;2024;45;Pessoas;7626
6;Município;2313302;Tauá - CE;9324;População residente estimada;2014;2014;45;Pessoas;57478
6;Município;2313302;Tauá - CE;9324;População residente estimada;2015;2015;45;Pessoas;57701
6;Município;2313302;Tauá - CE;9324;População residente estimada;2016;2016;45;Pessoas;57914
6;Município;2313302;Tauá - CE;9324;População residente estimada;2017;2017;45;Pessoas;58119
6;Município;2313302;Tauá - CE;9324;População residente estimada;2018;2018;45;Pessoas;58517
6;Município;2313302;Tauá - CE;9324;População residente estimada;2019;2019;45;Pessoas;58859
6;Município;2313302;Tauá - CE;9324;População residente estimada;2020;2020;45;Pessoas;59062
6;Município;2313302;Tauá - CE;9324;População residente estimada;2021;2021;45;Pessoas;59259
6;Município;2313302;Tauá - CE;9324;População residente estimada;2024;2024;45;Pessoas;64255
6;Município;2313351;Tejuçuoca - CE;9324;População residente estimada;2014;2014;45;Pessoas;18301
6;Município;2313351;Tejuçuoca - CE;9324;População residente estimada;2015;2015;45;Pessoas;18510
6;Município;2313351;Tejuçuoca - CE;9324;População residente estimada;2016;2016;45;Pessoas;18709
6;Município;2313351;Tejuçuoca - CE;9324;População residente estimada;2017;2017;45;Pessoas;18902
6;Município;2313351;Tejuçuoca - CE;9324;População residente estimada;2018;2018;45;Pessoas;18998
6;Município;2313351;Tejuçuoca - CE;9324;População residente estimada;2019;2019;45;Pessoas;19187
6;Município;2313351;Tejuçuoca - CE;9324;População residente estimada;2020;2020;45;Pessoas;19371
6;Município;2313351;Tejuçuoca - CE;9324;População residente estimada;2021;2021;45;Pessoas;19551
6;Município;2313351;Tejuçuoca - CE;9324;População residente estimada;2024;2024;45;Pessoas;17626
6;Município;2313401;Tianguá - CE;9324;População residente estimada;2014;2014;45;Pessoas;72803
6;Município;2313401;Tianguá - CE;9324;População residente estimada;2015;2015;45;Pessoas;73468
6;Município;2313401;Tianguá - CE;9324;População residente estimada;2016;2016;45;Pessoas;74107
6;Município;2313401;Tianguá - CE;9324;População residente estimada;2017;2017;45;Pessoas;74719
6;Município;2313401;Tianguá - CE;9324;População residente estimada;2018;2018;45;Pessoas;75140
6;Município;2313401;Tianguá - CE;9324;População residente estimada;2019;2019;45;Pessoas;75946
6;Município;2313401;Tianguá - CE;9324;População residente estimada;2020;2020;45;Pessoas;76537
6;Município;2313401;Tianguá - CE;9324;População residente estimada;2021;2021;45;Pessoas;77111
6;Município;2313401;Tianguá - CE;9324;População residente estimada;2024;2024;45;Pessoas;86137
6;Município;2313500;Trairi - CE;9324;População residente estimada;2014;2014;45;Pessoas;53998
6;Município;2313500;Trairi - CE;9324;População residente estimada;2015;2015;45;Pessoas;54418
6;Município;2313500;Trairi - CE;9324;População residente estimada;2016;2016;45;Pessoas;54820
6;Município;2313500;Trairi - CE;9324;População residente estimada;2017;2017;45;Pessoas;55207
6;Município;2313500;Trairi - CE;9324;População residente estimada;2018;2018;45;Pessoas;55535
6;Município;2313500;Trairi - CE;9324;População residente estimada;2019;2019;45;Pessoas;55918
6;Município;2313500;Trairi - CE;9324;População residente estimada;2020;2020;45;Pessoas;56291
6;Município;2313500;Trairi - CE;9324;População residente estimada;2021;2021;45;Pessoas;56653
6;Município;2313500;Trairi - CE;9324;População residente estimada;2024;2024;45;Pessoas;61516
6;Município;2313559;Tururu - CE;9324;População residente estimada;2014;2014;45;Pessoas;15413
6;Município;2313559;Tururu - CE;9324;População residente estimada;2015;2015;45;Pessoas;15594
6;Município;2313559;Tururu - CE;9324;População residente estimada;2016;2016;45;Pessoas;15768
6;Município;2313559;Tururu - CE;9324;População residente estimada;2017;2017;45;Pessoas;15935
6;Município;2313559;Tururu - CE;9324;População residente estimada;2018;2018;45;Pessoas;16015
6;Município;2313559;Tururu - CE;9324;População residente estimada;2019;2019;45;Pessoas;16271
6;Município;2313559;Tururu - CE;9324;População residente estimada;2020;2020;45;Pessoas;16431
6;Município;2313559;Tururu - CE;9324;População residente estimada;2021;2021;45;Pessoas;16588
6;Município;2313559;Tururu - CE;9324;População residente estimada;2024;2024;45;Pessoas;15457
6;Município;2313609;Ubajara - CE;9324;População residente estimada;2014;2014;45;Pessoas;33505
6;Município;2313609;Ubajara - CE;9324;População residente estimada;2015;2015;45;Pessoas;33792
6;Município;2313609;Ubajara - CE;9324;População residente estimada;2016;2016;45;Pessoas;34068
6;Município;2313609;Ubajara - CE;9324;População residente estimada;2017;2017;45;Pessoas;34332
6;Município;2313609;Ubajara - CE;9324;População residente estimada;2018;2018;45;Pessoas;34530
6;Município;2313609;Ubajara - CE;9324;População residente estimada;2019;2019;45;Pessoas;34792
6;Município;2313609;Ubajara - CE;9324;População residente estimada;2020;2020;45;Pessoas;35047
6;Município;2313609;Ubajara - CE;9324;População residente estimada;2021;2021;45;Pessoas;35295
6;Município;2313609;Ubajara - CE;9324;População residente estimada;2024;2024;45;Pessoas;34312
6;Município;2313708;Umari - CE;9324;População residente estimada;2014;2014;45;Pessoas;7662
6;Município;2313708;Umari - CE;9324;População residente estimada;2015;2015;45;Pessoas;7665
6;Município;2313708;Umari - CE;9324;População residente estimada;2016;2016;45;Pessoas;7668
6;Município;2313708;Umari - CE;9324;População residente estimada;2017;2017;45;Pessoas;7671
6;Município;2313708;Umari - CE;9324;População residente estimada;2018;2018;45;Pessoas;7729
6;Município;2313708;Umari - CE;9324;População residente estimada;2019;2019;45;Pessoas;7733
6;Município;2313708;Umari - CE;9324;População residente estimada;2020;2020;45;Pessoas;7736
6;Município;2313708;Umari - CE;9324;População residente estimada;2021;2021;45;Pessoas;7740
6;Município;2313708;Umari - CE;9324;População residente estimada;2024;2024;45;Pessoas;6993
6;Município;2313757;Umirim - CE;9324;População residente estimada;2014;2014;45;Pessoas;19437
6;Município;2313757;Umirim - CE;9324;População residente estimada;2015;2015;45;Pessoas;19521
6;Município;2313757;Umirim - CE;9324;População residente estimada;2016;2016;45;Pessoas;19602
6;Município;2313757;Umirim - CE;9324;População residente estimada;2017;2017;45;Pessoas;19679
6;Município;2313757;Umirim - CE;9324;População residente estimada;2018;2018;45;Pessoas;19811
6;Município;2313757;Umirim - CE;9324;População residente estimada;2019;2019;45;Pessoas;19825
6;Município;2313757;Umirim - CE;9324;População residente estimada;2020;2020;45;Pessoas;19903
6;Município;2313757;Umirim - CE;9324;População residente estimada;2021;2021;45;Pessoas;19976
6;Município;2313757;Umirim - CE;9324;População residente estimada;2024;2024;45;Pessoas;17804
6;Município;2313807;Uruburetama - CE;9324;População residente estimada;2014;2014;45;Pessoas;20991
6;Município;2313807;Uruburetama - CE;9324;População residente estimada;2015;2015;45;Pessoas;21206
6;Município;2313807;Uruburetama - CE;9324;População residente estimada;2016;2016;45;Pessoas;21411
6;Município;2313807;Uruburetama - CE;9324;População residente estimada;2017;2017;45;Pessoas;21609
6;Município;2313807;Uruburetama - CE;9324;População residente estimada;2018;2018;45;Pessoas;21725
6;Município;2313807;Uruburetama - CE;9324;População residente estimada;2019;2019;45;Pessoas;21850
6;Município;2313807;Uruburetama - CE;9324;População residente estimada;2020;2020;45;Pessoas;22040
6;Município;2313807;Uruburetama - CE;9324;População residente estimada;2021;2021;45;Pessoas;22223
6;Município;2313807;Uruburetama - CE;9324;População residente estimada;2024;2024;45;Pessoas;21279
6;Município;2313906;Uruoca - CE;9324;População residente estimada;2014;2014;45;Pessoas;13435
6;Município;2313906;Uruoca - CE;9324;População residente estimada;2015;2015;45;Pessoas;13519
6;Município;2313906;Uruoca - CE;9324;População residente estimada;2016;2016;45;Pessoas;13600
6;Município;2313906;Uruoca - CE;9324;População residente estimada;2017;2017;45;Pessoas;13677
6;Município;2313906;Uruoca - CE;9324;População residente estimada;2018;2018;45;Pessoas;13763
6;Município;2313906;Uruoca - CE;9324;População residente estimada;2019;2019;45;Pessoas;13840
6;Município;2313906;Uruoca - CE;9324;População residente estimada;2020;2020;45;Pessoas;13915
6;Município;2313906;Uruoca - CE;9324;População residente estimada;2021;2021;45;Pessoas;13988
6;Município;2313906;Uruoca - CE;9324;População residente estimada;2024;2024;45;Pessoas;14243
6;Município;2313955;Varjota - CE;9324;População residente estimada;2014;2014;45;Pessoas;18081
6;Município;2313955;Varjota - CE;9324;População residente estimada;2015;2015;45;Pessoas;18136
6;Município;2313955;Varjota - CE;9324;População residente estimada;2016;2016;45;Pessoas;18188
6;Município;2313955;Varjota - CE;9324;População residente estimada;2017;2017;45;Pessoas;18239
6;Município;2313955;Varjota - CE;9324;População residente estimada;2018;2018;45;Pessoas;18368
6;Município;2313955;Varjota - CE;9324;População residente estimada;2019;2019;45;Pessoas;18420
6;Município;2313955;Varjota - CE;9324;População residente estimada;2020;2020;45;Pessoas;18471
6;Município;2313955;Varjota - CE;9324;População residente estimada;2021;2021;45;Pessoas;18520
6;Município;2313955;Varjota - CE;9324;População residente estimada;2024;2024;45;Pessoas;18660
6;Município;2314003;Várzea Alegre - CE;9324;População residente estimada;2014;2014;45;Pessoas;39861
6;Município;2314003;Várzea Alegre - CE;9324;População residente estimada;2015;2015;45;Pessoas;40062
6;Município;2314003;Várzea Alegre - CE;9324;População residente estimada;2016;2016;45;Pessoas;40255
6;Município;2314003;Várzea Alegre - CE;9324;População residente estimada;2017;2017;45;Pessoas;40440
6;Município;2314003;Várzea Alegre - CE;9324;População residente estimada;2018;2018;45;Pessoas;40704
6;Município;2314003;Várzea Alegre - CE;9324;População residente estimada;2019;2019;45;Pessoas;40721
6;Município;2314003;Várzea Alegre - CE;9324;População residente estimada;2020;2020;45;Pessoas;40903
6;Município;2314003;Várzea Alegre - CE;9324;População residente estimada;2021;2021;45;Pessoas;41078
6;Município;2314003;Várzea Alegre - CE;9324;População residente estimada;2024;2024;45;Pessoas;40771
6;Município;2314102;Viçosa do Ceará - CE;9324;População residente estimada;2014;2014;45;Pessoas;58332
6;Município;2314102;Viçosa do Ceará - CE;9324;População residente estimada;2015;2015;45;Pessoas;58922
6;Município;2314102;Viçosa do Ceará - CE;9324;População residente estimada;2016;2016;45;Pessoas;59487
6;Município;2314102;Viçosa do Ceará - CE;9324;População residente estimada;2017;2017;45;Pessoas;60030
6;Município;2314102;Viçosa do Ceará - CE;9324;População residente estimada;2018;2018;45;Pessoas;60355
6;Município;2314102;Viçosa do Ceará - CE;9324;População residente estimada;2019;2019;45;Pessoas;60889
6;Município;2314102;Viçosa do Ceará - CE;9324;População residente estimada;2020;2020;45;Pessoas;61410
6;Município;2314102;Viçosa do Ceará - CE;9324;População residente estimada;2021;2021;45;Pessoas;61916
6;Município;2314102;Viçosa do Ceará - CE;9324;População residente estimada;2024;2024;45;Pessoas;62609
